show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
s00376,TV Show,Undercover,Maria Garcia,,Japan,10/24/2020,1974,4 Season(s),A heartwarming story of friendship.,"Action, Thriller"
s00377,Movie,Starlight Journey 1521,Steven Spielberg,Actor C,India,1/4/2010,1974,148,An intense drama about life choices.,"Children & Family, Action"
s00378,TV Show,Space Explorers,Maria Garcia,"Actor E, Actor B, Actor C, Actor D",United States,4/10/2016,1970,6 Season(s),An intense drama about life choices.,"Drama, Thriller"
s00379,Movie,Silent Forest 1848,nan,"Actor D, Actor B, Actor A, Actor C",France,11/26/2010,1963,154,A comedy that will make you laugh.,Drama
s00380,Movie,Urban Legends 1743,Steven Spielberg,Actor E,United States,11/18/2022,2011,123,An action-packed thriller.,Comedy
s00381,Movie,Mountain Echo 620,nan,Actor D,Canada,10/10/2019,1989,92,A family movie for all ages.,"Drama, Thriller"
s00382,Movie,Broken Chains 1906,Quentin Tarantino,"Actor D, Actor A, Actor E, Actor C",India,5/24/2011,1988,113,A thrilling adventure about discovery.,"Sci-Fi, Comedy"
s00383,TV Show,Medical Heroes,nan,"Actor D, Actor E",Spain,9/5/2017,1988,4 Season(s),A mystery that will keep you guessing.,Action
s00384,TV Show,Tech Wars,nan,"Actor A, Actor D, Actor E, Actor B",United States,7/17/2011,2009,2 Season(s),A mystery that will keep you guessing.,"Romance, Comedy"
s00385,TV Show,Mystery Valley,Jane Doe,"Actor B, Actor E, Actor C, Actor D",South Korea,10/20/2011,2002,8 Season(s),A comedy that will make you laugh.,Documentary
s00386,Movie,Ocean Mysteries 1044,Jane Doe,"Actor E, Actor D, Actor B",Spain,12/11/2022,1971,93,A thrilling adventure about discovery.,"Action, Documentary"
s00387,Movie,The Last Adventure 119,nan,,United States,9/17/2014,2010,84,An intense drama about life choices.,"Thriller, Sci-Fi, Romance"
s00388,TV Show,Family Ties,John Smith,"Actor A, Actor E, Actor C, Actor D",United States,9/6/2011,1973,6 Season(s),A sci-fi exploration of future technology.,"Thriller, Documentary, Comedy"
s00389,TV Show,Medical Heroes,nan,Actor A,India,8/17/2012,1980,4 Season(s),A heartwarming story of friendship.,Comedy
s00390,TV Show,Undercover,Steven Spielberg,Actor D,Australia,10/17/2022,2002,7 Season(s),A mystery that will keep you guessing.,"Action, Horror, Documentary"
s00391,Movie,Ocean Mysteries 1185,nan,,Australia,1/13/2017,1974,87,A family movie for all ages.,"Action, Sci-Fi"
s00392,Movie,Starlight Journey 691,nan,"Actor E, Actor A",India,,2013,168,A family movie for all ages.,"Sci-Fi, Thriller, Romance"
s00393,TV Show,Medical Heroes,nan,"Actor E, Actor D",South Korea,1/5/2020,2017,5 Season(s),A mystery that will keep you guessing.,Sci-Fi
s00394,Movie,Silent Forest 490,Steven Spielberg,"Actor A, Actor B",United States,10/15/2014,1992,88,A family movie for all ages.,Comedy
s00395,TV Show,Beyond Borders,Maria Garcia,"Actor B, Actor D",United States,3/1/2017,2018,6 Season(s),A sci-fi exploration of future technology.,"Action, Comedy"
s00396,TV Show,Undercover,Maria Garcia,,Mexico,6/26/2018,2002,6 Season(s),A family movie for all ages.,"Documentary, Drama"
s00397,Movie,Hidden Truth 1240,Jane Doe,"Actor D, Actor B, Actor E, Actor A",Germany,9/24/2011,1991,85,A romantic tale set in a distant land.,"Documentary, Action"
s00398,TV Show,Family Ties,John Smith,"Actor E, Actor B, Actor D, Actor C",India,9/13/2014,2010,3 Season(s),A thrilling adventure about discovery.,"Action, Comedy, Thriller"
s00399,TV Show,Family Ties,Christopher Nolan,"Actor B, Actor C",Germany,4/20/2013,2005,7 Season(s),A comedy that will make you laugh.,"Sci-Fi, Comedy, Horror"
s00400,Movie,Moonlight Dreams 217,nan,"Actor A, Actor B, Actor C",nan,6/27/2018,1998,115,A comedy that will make you laugh.,"Drama, Documentary, Thriller"
s00401,TV Show,Tech Wars,Maria Garcia,"Actor A, Actor E, Actor C",Germany,3/14/2013,1988,1 Season(s),A documentary about nature.,Comedy
s00402,Movie,Secret Agent X 1247,Christopher Nolan,"Actor E, Actor B, Actor C",Australia,4/14/2016,2008,111,A heartwarming story of friendship.,Sci-Fi
s00403,TV Show,Space Explorers,David Lee,"Actor A, Actor E",Germany,1/21/2012,1982,6 Season(s),A thrilling adventure about discovery.,"Sci-Fi, Action"
s00404,Movie,Urban Legends 427,John Smith,"Actor B, Actor A",United States,6/19/2012,1991,171,A mystery that will keep you guessing.,"Comedy, Thriller, Drama"
s00405,TV Show,Tech Wars,Christopher Nolan,Actor C,Australia,5/10/2015,1977,5 Season(s),A romantic tale set in a distant land.,Sci-Fi
s00406,Movie,Silent Forest 1318,nan,"Actor C, Actor B, Actor D, Actor E",United States,,1999,89,A sci-fi exploration of future technology.,"Drama, Thriller"
s00407,Movie,Broken Chains 151,nan,"Actor D, Actor C, Actor B, Actor E",South Korea,8/3/2015,2015,86,A documentary about nature.,"Thriller, Sci-Fi"
s00408,TV Show,Space Explorers,Maria Garcia,Actor D,India,6/13/2017,2008,7 Season(s),A heartwarming story of friendship.,Action
s00409,Movie,Digital Ghost 308,Christopher Nolan,"Actor C, Actor E",France,3/4/2019,1969,122,A heartwarming story of friendship.,Comedy
s00410,Movie,Wild Expedition 1970,nan,"Actor B, Actor C",India,4/22/2017,1997,162,An action-packed thriller.,"Comedy, Thriller"
s00411,TV Show,Tech Wars,John Smith,"Actor A, Actor C, Actor B",United States,12/11/2020,2020,7 Season(s),A thrilling adventure about discovery.,"Drama, Action"
s00412,TV Show,Beyond Borders,Jane Doe,"Actor C, Actor E, Actor B",United States,11/9/2021,2013,1 Season(s),A romantic tale set in a distant land.,"Comedy, Sci-Fi, Action"
s00413,Movie,Time Paradox 1365,John Smith,Actor C,nan,3/20/2012,2003,81,An intense drama about life choices.,"Comedy, Romance, Action"
s00414,Movie,The Last Adventure 1015,Maria Garcia,Actor B,nan,10/24/2012,1979,171,A sci-fi exploration of future technology.,Thriller
s00415,Movie,Time Paradox 669,Maria Garcia,,United Kingdom,4/11/2015,2014,104,A documentary about nature.,"Sci-Fi, Action"
s00416,Movie,Mountain Echo 517,John Smith,"Actor D, Actor E, Actor A, Actor C",nan,5/12/2020,1995,177,A mystery that will keep you guessing.,"Thriller, Drama"
s00417,Movie,Urban Legends 86,David Lee,Actor E,Australia,6/3/2022,1999,93,A comedy that will make you laugh.,"Action, Drama"
s00418,Movie,Urban Legends 1826,nan,,Japan,5/14/2021,1960,85,A documentary about nature.,"Drama, Thriller, Action"
s00419,TV Show,Mystery Valley,Jane Doe,"Actor C, Actor E, Actor B",United States,5/21/2021,1984,6 Season(s),A family movie for all ages.,Romance
s00420,TV Show,Legal Minds,nan,"Actor A, Actor D, Actor E, Actor C",Mexico,8/28/2020,1978,7 Season(s),A heartwarming story of friendship.,"Documentary, Horror"
s00421,TV Show,Legal Minds,nan,Actor A,Canada,3/26/2021,1999,2 Season(s),A mystery that will keep you guessing.,"Action, Comedy, Children & Family"
s00422,Movie,Neon Nights 1994,John Smith,Actor D,South Korea,11/25/2012,2015,91,A sci-fi exploration of future technology.,"Documentary, Sci-Fi, Action"
s00423,Movie,Hidden Truth 2002,John Smith,"Actor A, Actor E",Australia,7/15/2013,1968,92,A romantic tale set in a distant land.,Action
s00424,Movie,Starlight Journey 1562,David Lee,"Actor A, Actor D, Actor C",Australia,8/16/2019,1973,74,An intense drama about life choices.,Action
s00425,Movie,Time Paradox 303,Maria Garcia,"Actor C, Actor E",France,11/16/2012,1968,111,A family movie for all ages.,"Drama, Documentary"
s00426,Movie,Time Paradox 1905,nan,"Actor D, Actor C, Actor B",United States,2/26/2019,2009,116,A mystery that will keep you guessing.,"Action, Sci-Fi, Drama"
s00427,TV Show,Beyond Borders,John Smith,"Actor A, Actor E, Actor C",United Kingdom,7/14/2016,1979,7 Season(s),A mystery that will keep you guessing.,"Romance, Action"
s00428,Movie,Time Paradox 345,nan,"Actor A, Actor B, Actor C, Actor E",United Kingdom,4/4/2018,1994,94,A heartwarming story of friendship.,"Sci-Fi, Romance, Comedy"
s00429,Movie,Lost Kingdom 1988,Christopher Nolan,,United States,4/6/2010,1978,150,A thrilling adventure about discovery.,"Action, Thriller"
s00430,Movie,The Last Adventure 1025,Christopher Nolan,"Actor E, Actor B, Actor D",Canada,6/5/2013,1995,73,A family movie for all ages.,Comedy
s00431,TV Show,Family Ties,David Lee,"Actor E, Actor A",France,10/9/2018,1999,3 Season(s),A heartwarming story of friendship.,"Action, Comedy, Drama"
s00432,Movie,Wild Expedition 1678,James Cameron,,South Korea,12/24/2013,1996,60,A documentary about nature.,"Romance, Sci-Fi"
s00433,Movie,Wild Expedition 1093,Quentin Tarantino,"Actor D, Actor C, Actor E",United States,2/13/2013,1994,83,A family movie for all ages.,Romance
s00434,Movie,Echoes of Yesterday 1626,Jane Doe,"Actor B, Actor A, Actor E",India,1/21/2011,1990,88,An intense drama about life choices.,"Action, Thriller, Romance"
s00435,TV Show,Medical Heroes,James Cameron,"Actor D, Actor E",United States,9/5/2015,2015,5 Season(s),A comedy that will make you laugh.,Horror
s00436,Movie,Moonlight Dreams 1010,Christopher Nolan,,United States,,2019,68,A documentary about nature.,Documentary
s00437,TV Show,Space Explorers,nan,,United States,4/1/2010,1994,7 Season(s),An intense drama about life choices.,Sci-Fi
s00438,TV Show,Medical Heroes,Quentin Tarantino,"Actor E, Actor C, Actor B, Actor A",Spain,,1991,8 Season(s),A romantic tale set in a distant land.,Thriller
s00439,Movie,Echoes of Yesterday 1185,nan,Actor A,United States,2/12/2019,2013,88,A heartwarming story of friendship.,"Thriller, Comedy, Action"
s00440,Movie,Echoes of Yesterday 1113,nan,"Actor C, Actor D, Actor A, Actor E",Spain,11/4/2016,1987,179,An intense drama about life choices.,"Children & Family, Thriller"
s00441,TV Show,Space Explorers,nan,"Actor A, Actor E, Actor D, Actor B",United States,11/1/2015,1985,2 Season(s),A thrilling adventure about discovery.,"Drama, Romance"
s00442,Movie,Digital Ghost 585,Christopher Nolan,Actor A,South Korea,8/21/2013,1990,90,An action-packed thriller.,"Action, Documentary, Thriller"
s00443,Movie,Digital Ghost 1183,nan,Actor C,Australia,8/27/2010,2009,134,A comedy that will make you laugh.,"Comedy, Action"
s00444,TV Show,Mystery Valley,Maria Garcia,,nan,2/27/2013,2011,1 Season(s),A romantic tale set in a distant land.,"Romance, Children & Family, Documentary"
s00445,TV Show,Family Ties,David Lee,,South Korea,5/18/2011,2020,2 Season(s),A mystery that will keep you guessing.,"Comedy, Children & Family, Action"
s00446,TV Show,Beyond Borders,David Lee,Actor B,Mexico,1/16/2015,1983,8 Season(s),A heartwarming story of friendship.,Documentary
s00447,TV Show,Tech Wars,nan,"Actor E, Actor B",South Korea,2/14/2016,2012,8 Season(s),A documentary about nature.,Documentary
s00448,Movie,Mountain Echo 494,Jane Doe,"Actor D, Actor A",France,11/27/2010,1967,91,An action-packed thriller.,"Sci-Fi, Romance, Action"
s00449,Movie,Desert Winds 1638,nan,Actor E,United States,5/5/2018,1964,63,A family movie for all ages.,"Drama, Documentary, Sci-Fi"
s00450,TV Show,Family Ties,Maria Garcia,"Actor A, Actor E, Actor C",United States,5/6/2021,1963,6 Season(s),A heartwarming story of friendship.,"Comedy, Romance, Sci-Fi"
s00451,Movie,Mountain Echo 1506,nan,Actor D,United States,4/24/2020,2001,89,A sci-fi exploration of future technology.,Sci-Fi
s00452,Movie,Hidden Truth 397,nan,"Actor A, Actor D, Actor E",Japan,9/24/2018,1995,169,A heartwarming story of friendship.,"Documentary, Romance, Sci-Fi"
s00453,TV Show,Mystery Valley,Quentin Tarantino,Actor C,India,11/4/2020,1975,3 Season(s),A sci-fi exploration of future technology.,"Action, Sci-Fi"
s00454,Movie,Final Frontier 1389,nan,"Actor D, Actor E, Actor A",South Korea,5/22/2018,1998,145,A mystery that will keep you guessing.,"Children & Family, Action, Romance"
s00455,Movie,Neon Nights 1665,Christopher Nolan,"Actor C, Actor E, Actor B",nan,10/8/2020,1993,123,A romantic tale set in a distant land.,"Romance, Documentary"
s00456,Movie,Secret Agent X 1625,Christopher Nolan,"Actor E, Actor A",India,10/28/2010,1995,90,A comedy that will make you laugh.,Drama
s00457,Movie,Urban Legends 1089,Christopher Nolan,"Actor A, Actor E, Actor C",India,12/27/2018,1964,166,A heartwarming story of friendship.,"Action, Thriller"
s00458,Movie,Silent Forest 711,Jane Doe,"Actor B, Actor D",nan,10/17/2017,1990,79,A mystery that will keep you guessing.,"Romance, Thriller, Drama"
s00459,Movie,Urban Legends 917,David Lee,,United States,3/25/2016,1994,145,A family movie for all ages.,"Action, Documentary, Drama"
s00460,Movie,Final Frontier 828,Christopher Nolan,Actor C,Germany,,1987,141,An action-packed thriller.,"Sci-Fi, Comedy, Drama"
s00461,Movie,The Last Adventure 305,Christopher Nolan,Actor A,United States,2/14/2011,1996,86,A thrilling adventure about discovery.,"Comedy, Drama"
s00462,TV Show,Space Explorers,nan,Actor D,France,12/16/2019,1991,7 Season(s),An intense drama about life choices.,Comedy
s00463,Movie,Starlight Journey 291,nan,Actor E,United States,8/13/2019,1997,94,A mystery that will keep you guessing.,"Documentary, Romance"
s00464,TV Show,Beyond Borders,nan,Actor C,South Korea,12/11/2019,2013,5 Season(s),An action-packed thriller.,Drama
s00465,Movie,Mountain Echo 2010,nan,"Actor A, Actor E, Actor C",Canada,2/13/2020,1991,97,A sci-fi exploration of future technology.,Action
s00466,Movie,Neon Nights 867,nan,"Actor B, Actor E, Actor A",United States,3/27/2010,1982,93,A mystery that will keep you guessing.,"Drama, Romance, Action"
s00467,TV Show,Space Explorers,Steven Spielberg,,United States,1/7/2016,2022,7 Season(s),A family movie for all ages.,"Thriller, Drama"
s00468,Movie,Lost Kingdom 974,Jane Doe,"Actor E, Actor C",India,7/8/2013,1997,87,A mystery that will keep you guessing.,"Drama, Action"
s00469,TV Show,Tech Wars,nan,"Actor D, Actor A",nan,10/18/2022,1996,8 Season(s),A comedy that will make you laugh.,"Thriller, Sci-Fi, Action"
s00470,Movie,Moonlight Dreams 942,James Cameron,Actor C,Germany,,1969,77,A sci-fi exploration of future technology.,"Comedy, Drama"
s00471,TV Show,Mystery Valley,David Lee,"Actor D, Actor E, Actor B",India,,1991,8 Season(s),A heartwarming story of friendship.,"Action, Thriller"
s00472,Movie,Cyber Revolution 85,Christopher Nolan,"Actor A, Actor D, Actor C, Actor B",United Kingdom,6/17/2020,1987,63,A documentary about nature.,"Comedy, Romance"
s00473,TV Show,Tech Wars,Jane Doe,,India,3/10/2016,1977,7 Season(s),A thrilling adventure about discovery.,"Romance, Action"
s00474,Movie,Time Paradox 816,Maria Garcia,"Actor E, Actor C",Spain,12/17/2012,1975,68,A heartwarming story of friendship.,"Sci-Fi, Children & Family, Documentary"
s00475,TV Show,Tech Wars,David Lee,,Germany,6/17/2010,1970,8 Season(s),An intense drama about life choices.,"Action, Drama"
s00476,Movie,Mountain Echo 1948,Maria Garcia,"Actor D, Actor A",United Kingdom,,2021,163,A mystery that will keep you guessing.,Comedy
s00477,Movie,Silent Forest 1157,David Lee,Actor A,Spain,9/20/2015,1971,122,A romantic tale set in a distant land.,"Sci-Fi, Drama, Action"
s00478,TV Show,Tech Wars,Christopher Nolan,"Actor A, Actor E",France,,1987,1 Season(s),A mystery that will keep you guessing.,Drama
s00479,Movie,Wild Expedition 1317,Steven Spielberg,"Actor E, Actor C, Actor A, Actor D",nan,2/16/2012,1976,86,A sci-fi exploration of future technology.,"Drama, Action"
s00480,Movie,Urban Legends 1324,nan,,Mexico,7/5/2015,1997,89,A comedy that will make you laugh.,"Comedy, Sci-Fi"
s00481,Movie,Desert Winds 783,David Lee,,Germany,1/13/2011,2015,163,A mystery that will keep you guessing.,"Romance, Sci-Fi"
s00482,Movie,Neon Nights 944,Steven Spielberg,"Actor E, Actor C, Actor D",Spain,12/27/2014,2005,113,An intense drama about life choices.,Action
s00483,Movie,Mountain Echo 1838,nan,"Actor A, Actor D",United States,4/2/2019,2006,87,A family movie for all ages.,Thriller
s00484,Movie,Hidden Truth 364,Quentin Tarantino,,Australia,7/11/2021,1969,170,A mystery that will keep you guessing.,"Drama, Action"
s00485,TV Show,Family Ties,John Smith,"Actor A, Actor C, Actor E, Actor B",India,6/17/2020,2019,4 Season(s),A heartwarming story of friendship.,"Comedy, Romance"
s00486,Movie,Neon Nights 1005,Steven Spielberg,"Actor A, Actor B",United States,5/20/2015,2016,88,A documentary about nature.,"Comedy, Documentary, Thriller"
s00487,Movie,Neon Nights 1015,nan,,United Kingdom,6/16/2015,2005,177,A romantic tale set in a distant land.,"Sci-Fi, Drama"
s00488,TV Show,Space Explorers,David Lee,"Actor B, Actor D, Actor E",Australia,,1975,8 Season(s),An intense drama about life choices.,"Romance, Action"
s00489,TV Show,Legal Minds,Quentin Tarantino,,United States,12/9/2013,1993,2 Season(s),An intense drama about life choices.,"Comedy, Horror, Documentary"
s00490,Movie,Urban Legends 793,nan,,India,5/14/2011,1988,88,A sci-fi exploration of future technology.,"Documentary, Action, Romance"
s00491,Movie,Desert Winds 715,John Smith,Actor E,India,8/8/2013,1969,164,An intense drama about life choices.,Documentary
s00492,Movie,Final Frontier 1807,James Cameron,Actor D,United States,,2000,77,A romantic tale set in a distant land.,"Drama, Action"
s00493,Movie,Desert Winds 789,Steven Spielberg,,United States,9/21/2019,2003,65,A heartwarming story of friendship.,Documentary
s00494,Movie,Digital Ghost 470,James Cameron,"Actor D, Actor B",Australia,2/10/2010,2019,87,A documentary about nature.,"Romance, Action, Documentary"
s00495,Movie,Final Frontier 1826,Christopher Nolan,Actor E,Australia,1/4/2013,2000,80,An action-packed thriller.,Romance
s00496,Movie,Lost Kingdom 1917,Maria Garcia,,United States,1/9/2013,2019,172,A mystery that will keep you guessing.,Action
s00497,Movie,Desert Winds 1008,nan,,South Korea,4/5/2022,2010,86,An intense drama about life choices.,"Comedy, Action, Romance"
s00498,TV Show,Undercover,Maria Garcia,,Germany,6/5/2016,1976,4 Season(s),A family movie for all ages.,Action
s00499,TV Show,Beyond Borders,Quentin Tarantino,,India,7/28/2010,2020,5 Season(s),A comedy that will make you laugh.,Comedy
s00500,Movie,Lost Kingdom 1563,Christopher Nolan,"Actor E, Actor C, Actor B, Actor A",Spain,,1998,93,A family movie for all ages.,Documentary
s00501,Movie,Urban Legends 1180,Quentin Tarantino,,nan,10/15/2011,2016,87,A heartwarming story of friendship.,"Comedy, Thriller, Documentary"
s00502,Movie,Cyber Revolution 1672,John Smith,"Actor B, Actor A",India,10/9/2021,2009,111,An action-packed thriller.,Children & Family
s00503,TV Show,Space Explorers,nan,"Actor A, Actor C",United States,,2013,7 Season(s),A sci-fi exploration of future technology.,"Action, Children & Family, Documentary"
s00504,Movie,Future Shock 1444,Steven Spielberg,"Actor D, Actor C",Mexico,4/16/2016,1976,87,A heartwarming story of friendship.,"Comedy, Thriller, Drama"
s00505,Movie,Hidden Truth 2,nan,,Japan,4/24/2013,1999,74,A family movie for all ages.,Comedy
s00506,TV Show,Mystery Valley,nan,Actor E,United States,6/28/2022,1961,6 Season(s),A romantic tale set in a distant land.,"Thriller, Comedy, Drama"
s00507,TV Show,Undercover,John Smith,"Actor C, Actor A, Actor B, Actor E",Canada,1/7/2014,1990,8 Season(s),A mystery that will keep you guessing.,"Thriller, Comedy, Children & Family"
s00508,TV Show,Beyond Borders,nan,Actor A,India,7/22/2020,1979,5 Season(s),A heartwarming story of friendship.,"Thriller, Action"
s00509,TV Show,Tech Wars,Maria Garcia,,South Korea,11/18/2014,2018,3 Season(s),A thrilling adventure about discovery.,"Comedy, Action, Horror"
s00510,Movie,Neon Nights 1287,David Lee,,India,1/5/2021,2017,109,A mystery that will keep you guessing.,Comedy
s00511,Movie,Silent Forest 1610,Maria Garcia,Actor E,United States,2/1/2016,1968,113,A thrilling adventure about discovery.,"Drama, Comedy"
s00512,TV Show,Legal Minds,John Smith,"Actor A, Actor C",France,12/11/2014,2003,6 Season(s),An intense drama about life choices.,"Comedy, Action, Sci-Fi"
s00513,TV Show,Undercover,Quentin Tarantino,"Actor C, Actor E",India,1/17/2011,1996,1 Season(s),A comedy that will make you laugh.,Comedy
s00514,Movie,Secret Agent X 959,Jane Doe,"Actor A, Actor C, Actor D",United States,10/16/2013,1971,88,A heartwarming story of friendship.,Drama
s00515,Movie,Starlight Journey 1962,James Cameron,Actor C,Canada,4/10/2015,1979,87,A mystery that will keep you guessing.,Sci-Fi
s00516,Movie,Future Shock 952,Maria Garcia,"Actor D, Actor A",Australia,,1998,115,A sci-fi exploration of future technology.,"Sci-Fi, Comedy, Horror"
s00517,TV Show,Beyond Borders,Steven Spielberg,,United States,,1992,2 Season(s),A thrilling adventure about discovery.,"Drama, Comedy"
s00518,TV Show,Beyond Borders,nan,"Actor C, Actor B",Japan,9/25/2014,2002,1 Season(s),A documentary about nature.,"Horror, Romance"
s00519,Movie,Desert Winds 1910,nan,Actor D,United Kingdom,4/13/2019,1980,92,A family movie for all ages.,Children & Family
s00520,Movie,Secret Agent X 1846,John Smith,"Actor D, Actor A",United States,1/19/2020,1990,88,A mystery that will keep you guessing.,"Action, Children & Family, Comedy"
s00521,Movie,The Last Adventure 1196,Steven Spielberg,,United Kingdom,7/16/2018,1969,143,A comedy that will make you laugh.,"Action, Horror"
s00522,TV Show,Space Explorers,nan,Actor A,United Kingdom,4/7/2012,1974,6 Season(s),A heartwarming story of friendship.,"Action, Thriller, Comedy"
s00523,TV Show,Undercover,nan,Actor B,Australia,2/28/2021,1972,5 Season(s),A mystery that will keep you guessing.,"Children & Family, Documentary"
s00524,TV Show,Tech Wars,nan,Actor D,United States,7/22/2016,1977,7 Season(s),A heartwarming story of friendship.,Sci-Fi
s00525,Movie,Urban Legends 891,James Cameron,"Actor B, Actor A, Actor C, Actor E",Spain,8/19/2021,1990,120,A romantic tale set in a distant land.,"Thriller, Action, Children & Family"
s00526,Movie,Digital Ghost 887,John Smith,,United States,11/18/2012,1995,122,A thrilling adventure about discovery.,"Action, Drama"
s00527,Movie,Echoes of Yesterday 1050,Steven Spielberg,"Actor B, Actor D",nan,5/1/2011,1991,87,A mystery that will keep you guessing.,Comedy
s00528,Movie,Echoes of Yesterday 1807,Steven Spielberg,,Japan,5/18/2019,2016,136,A mystery that will keep you guessing.,Action
s00529,TV Show,Tech Wars,nan,"Actor E, Actor A, Actor B",Spain,8/17/2013,2016,1 Season(s),A comedy that will make you laugh.,"Thriller, Comedy, Documentary"
s00530,TV Show,Space Explorers,nan,"Actor C, Actor D, Actor A, Actor B",United States,,1991,1 Season(s),A comedy that will make you laugh.,Children & Family
s00531,TV Show,Tech Wars,Maria Garcia,Actor C,India,10/4/2019,1996,6 Season(s),A family movie for all ages.,"Documentary, Comedy"
s00532,TV Show,Mystery Valley,nan,"Actor B, Actor A, Actor C, Actor E",United States,2/1/2020,1985,5 Season(s),A sci-fi exploration of future technology.,Thriller
s00533,Movie,Future Shock 584,Maria Garcia,"Actor D, Actor A",Mexico,1/12/2011,1987,169,A heartwarming story of friendship.,"Action, Romance, Horror"
s00534,TV Show,Space Explorers,John Smith,"Actor A, Actor E",India,10/18/2015,1969,8 Season(s),An action-packed thriller.,"Action, Comedy, Drama"
s00535,TV Show,Space Explorers,Jane Doe,"Actor C, Actor B, Actor E",Japan,3/26/2019,1994,1 Season(s),A family movie for all ages.,"Comedy, Drama, Documentary"
s00536,TV Show,Mystery Valley,nan,,Spain,,2012,8 Season(s),A comedy that will make you laugh.,"Sci-Fi, Comedy, Documentary"
s00537,Movie,Ocean Mysteries 1604,Christopher Nolan,"Actor A, Actor E, Actor D",United Kingdom,2/26/2022,1986,159,An action-packed thriller.,Action
s00538,Movie,Hidden Truth 664,nan,,Spain,11/22/2017,1995,159,An intense drama about life choices.,"Action, Comedy, Documentary"
s00539,Movie,Final Frontier 1636,nan,,France,8/13/2017,1996,82,An action-packed thriller.,Sci-Fi
s00540,TV Show,Beyond Borders,Steven Spielberg,"Actor D, Actor E, Actor B",Spain,6/16/2017,2012,3 Season(s),A thrilling adventure about discovery.,"Thriller, Drama, Documentary"
s00541,Movie,Secret Agent X 1226,Maria Garcia,Actor D,India,7/14/2015,1977,130,A mystery that will keep you guessing.,Sci-Fi
s00542,Movie,Hidden Truth 915,nan,"Actor C, Actor B",United Kingdom,10/24/2014,1963,86,A comedy that will make you laugh.,"Children & Family, Action, Romance"
s00543,Movie,Desert Winds 1994,Maria Garcia,"Actor E, Actor D, Actor C",United States,9/4/2021,2011,106,A mystery that will keep you guessing.,"Romance, Comedy"
s00544,Movie,The Last Adventure 1463,nan,"Actor A, Actor D",Australia,6/2/2022,2015,91,A family movie for all ages.,Drama
s00545,Movie,Hidden Truth 581,nan,"Actor B, Actor E",Japan,5/15/2018,2022,86,A romantic tale set in a distant land.,Romance
s00546,Movie,Urban Legends 1585,John Smith,,India,4/26/2012,1978,71,A comedy that will make you laugh.,"Horror, Action, Romance"
s00547,Movie,Cyber Revolution 1132,Jane Doe,"Actor D, Actor A, Actor B",Mexico,1/13/2017,1997,94,A comedy that will make you laugh.,Action
s00548,Movie,Moonlight Dreams 673,nan,"Actor E, Actor C, Actor A, Actor D",United States,7/11/2021,1960,93,A documentary about nature.,Comedy
s00549,TV Show,Legal Minds,David Lee,"Actor A, Actor C, Actor B",South Korea,1/5/2011,1994,2 Season(s),A mystery that will keep you guessing.,Action
s00550,Movie,Starlight Journey 662,Steven Spielberg,"Actor C, Actor E, Actor D",nan,10/25/2015,1991,85,A comedy that will make you laugh.,"Sci-Fi, Drama"
s00551,TV Show,Space Explorers,Christopher Nolan,"Actor B, Actor E, Actor C, Actor D",South Korea,5/15/2021,1996,6 Season(s),A romantic tale set in a distant land.,Thriller
s00552,Movie,Ocean Mysteries 1679,Maria Garcia,,Australia,5/3/2018,1993,146,A romantic tale set in a distant land.,"Comedy, Drama, Sci-Fi"
s00553,Movie,Cyber Revolution 988,nan,"Actor B, Actor C, Actor A, Actor E",United Kingdom,,1993,92,A thrilling adventure about discovery.,"Drama, Action, Romance"
s00554,TV Show,Legal Minds,nan,"Actor D, Actor B",United States,8/19/2022,1992,7 Season(s),A heartwarming story of friendship.,Documentary
s00555,Movie,Neon Nights 650,David Lee,,Spain,2/11/2011,1960,65,A comedy that will make you laugh.,Comedy
s00556,Movie,Echoes of Yesterday 590,Steven Spielberg,Actor E,United Kingdom,3/5/2019,2013,86,A romantic tale set in a distant land.,"Comedy, Thriller, Romance"
s00557,Movie,Digital Ghost 509,James Cameron,,United States,10/19/2022,1965,86,A romantic tale set in a distant land.,Action
s00558,TV Show,Mystery Valley,nan,Actor A,Germany,8/24/2012,1963,8 Season(s),A thrilling adventure about discovery.,"Action, Drama"
s00559,Movie,Moonlight Dreams 1344,Steven Spielberg,"Actor E, Actor B, Actor D, Actor A",United Kingdom,2/12/2019,2013,91,A documentary about nature.,Comedy
s00560,TV Show,Family Ties,James Cameron,,Mexico,5/23/2011,2002,8 Season(s),A heartwarming story of friendship.,"Romance, Thriller, Horror"
s00561,Movie,Secret Agent X 1621,Steven Spielberg,Actor C,Australia,7/21/2010,1998,138,A sci-fi exploration of future technology.,"Drama, Action, Thriller"
s00562,Movie,Hidden Truth 1859,David Lee,"Actor A, Actor B, Actor D, Actor E",Australia,8/12/2010,1994,103,A comedy that will make you laugh.,"Action, Comedy"
s00563,Movie,Future Shock 1398,nan,Actor D,Germany,5/24/2019,2019,90,A sci-fi exploration of future technology.,"Drama, Children & Family, Comedy"
s00564,Movie,Secret Agent X 1961,James Cameron,"Actor A, Actor E",South Korea,5/28/2019,2019,86,A sci-fi exploration of future technology.,"Comedy, Romance"
s00565,Movie,Starlight Journey 459,John Smith,"Actor D, Actor E, Actor A",Australia,2/6/2012,1994,65,A family movie for all ages.,Drama
